codigo_troquel;cilindro;repeat_in;repeat_mm;ancho_mm;largo_mm;ancho_in;largo_in;gap_ancho;gap_avance;ancho_banda;precorte_integrado;cavidades_ancho;cavidades_avance;forma;esquinas;precorte_entre_cavidades;familia_troquel
TPL-487-5;88;11.0;279.4;82.59;276.35;3.252;10.88;0.125;0.125;4.0;NO;1;1;Rectangular;Rectas;NO;TROQUELES PLANOS
TPL-521;72;9.0;228.6;39.878;22.098;1.57;0.87;0.125;0.125;4.31;NO;2;9;Rectangu;Redondas;;
TPL-522;82;10.25;260.35;101.6;127.0;4.0;5.0;0.125;0.125;5.0;NO;1;2;Rectangu;Redondas;;
TPL-523;88;11.0;279.4;18.0;89.92;0.709;3.54;0.125;0.125;3.5;NO;2;3;Rectangu;Redondas;;
TPL-524;69;8.625;219.075;25.4;69.85;1.0;2.75;0.125;0.125;3.5;NO;2;3;Rectangu;Redondas;;
TPL-525;69;8.625;219.075;31.75;50.8;1.25;2.0;0.125;0.156;3.5;NO;2;4;Rectangu;Redondas;;
TPL-526;78;9.75;247.65;17.0;57.91;0.669;2.28;0.125;0.158;3.5;NO;2;4;Rectangu;Redondas;;
TPL-527;69;8.625;219.075;30.16;39.68;1.187;1.562;0.125;0.163;3.5;NO;2;5;Rectangu;Redondas;;
TPL-528;75;9.375;238.125;73.0;73.0;2.874;2.874;0.125;0.251;3.75;NO;1;3;Circular;;;
TPL-529;66;8.25;209.55;69.85;31.75;2.75;1.25;0.125;0.125;9.0;NO;3;6;Rectangu;Rectas;;
TPL-530;72;9.0;228.6;69.85;22.225;2.75;0.875;0.125;0.125;9.0;NO;3;9;Rectangu;Rectas;;
TPL-531;66;8.25;209.55;50.8;31.75;2.0;1.25;0.125;0.125;9.0;NO;3;6;Rectangu;Redondas;;
TPL-533;76;9.5;241.3;73.152;76.2;2.88;3.0;0.125;0.17;3.75;NO;1;3;Rectangu;Redondas;;
TPL-534;79;9.875;250.825;73.025;80.963;2.875;3.188;0.125;0.125;3.875;NO;1;3;Rectangu;Redondas;;
TPL-535;69;8.625;219.075;69.85;69.85;2.75;2.75;0.125;0.125;3.75;NO;1;3;Rectangu;Redondas;;
TPL-536;72;9.0;228.6;144.78;72.9;5.7;2.87;0.125;0.13;6.75;NO;1;3;Especial;;NO;
TPL-537;88;11.0;279.4;88.9;88.9;3.5;3.5;0.125;0.17;4.5;NO;1;3;Rectangu;Redondas;;
TPL-538;88;11.0;279.4;82.55;276.352;3.25;10.88;0.125;0.125;4.5;NO;1;1;Rectangu;Rectas;;
TPL-539;102;12.75;323.85;38.1;50.8;1.5;2.0;0.125;0.125;10.0;NO;6;6;Rectangu;Redondas;;
TPL-540;96;12.0;304.8;50.8;35.052;2.0;1.38;0.125;0.125;10.0;NO;4;8;Rectangu;Rectas;;
TPL-541;72;9.0;228.6;76.2;109.982;3.0;4.33;0.125;0.18;6.75;NO;2;2;Rectangu;Redondas;;
TPL-542;91;11.375;288.925;50.8;141.73;2.0;5.58;0.125;0.125;5.0;NO;2;2;Rectangu;Redondas;;
TPL-543;72;9.0;228.6;144.78;72.9;5.7;2.87;0.125;0.13;6.5;NO;1;3;Especial;;NO;
TPL-544;98;12.25;311.15;98.0;98.0;3.858;3.858;0.125;0.225;8.75;NO;2;3;Circular;;;
TPL-545;85;10.625;269.875;50.8;50.8;2.0;2.0;0.125;0.125;5.0;NO;2;5;Rectangu;Redondas;;
TPL-546;74;9.25;234.95;69.85;69.85;2.75;2.75;0.125;0.33;6.5;NO;2;3;Circular;;;
TPL-547;74;9.25;234.95;66.431;18.806;2.615;0.74;0.125;0.185;6.5;NO;2;10;Rectangu;Redondas;;
TPL-548;82;10.25;260.35;88.9;60.0;3.5;2.362;0.125;0.2;4.5;NO;1;4;Especial;;;
TPL-549;75;9.375;238.125;44.45;44.45;1.75;1.75;0.125;0.125;4.5;NO;2;5;Circular;;;
TPL-550;75;9.375;238.125;57.15;76.2;2.25;3.0;0.125;0.125;3.25;NO;1;3;Rectangu;Rectas;;
TPL-551;78;9.75;247.65;50.8;38.1;2.0;1.5;0.125;0.125;5.0;NO;2;6;Rectangu;Rectas;;TROQUELES PLANOS
TPL-552;66;8.25;209.55;76.2;101.6;3.0;4.0;0.125;0.125;4.0;NO;1;2;Rectangu;Redondas;;
TPL-553;70;8.75;222.25;48.006;52.07;1.89;2.05;0.125;0.138;4.0;NO;4;4;Rectangu;Redondas;;
TPL-554;69;8.625;219.075;31.75;50.8;1.25;2.0;0.125;0.156;3.5;NO;2;4;Rectangu;Redondas;;
TPL-555;74;9.25;234.95;105.0;74.0;4.134;2.913;0.125;0.173;4.92;NO;1;3;Rectangu;Redondas;;
TPL-556;74;9.25;234.95;79.0;52.0;3.11;2.047;0.125;0.173;4.92;NO;1;3;Rectangu;Redondas;;
TPL-557;82;10.25;260.35;101.6;127.0;4.0;5.0;0.125;0.125;5.0;NO;1;2;Rectangu;Rectas;;
TPL-558;72;9.0;228.6;79.0;51.999;3.11;2.047;0.125;0.2;3.92;NO;1;4;Rectangu;Redondas;NO;
TPL-559;90;11.25;285.75;104.902;92.202;4.13;3.63;0.125;0.125;5.0;NO;1;3;Rectangu;Redondas;;
TPL-560;84;10.5;266.7;101.6;63.5;4.0;2.5;0.125;0.125;5.0;NO;1;4;Rectangu;Redondas;;
TPL-561;84;10.5;266.7;101.6;63.5;4.0;2.5;0.125;0.125;5.0;NO;1;4;Rectangu;Redondas;;
TPL-562;88;11.0;279.4;114.3;50.8;4.5;2.0;0.125;0.197;5.0;NO;1;5;Rectangu;Redondas;;
TPL-563;79;9.875;250.825;114.3;80.264;4.5;3.16;0.125;0.132;5.0;NO;1;3;Especial;;;
TPL-564;85;10.625;269.875;76.2;50.8;3.0;2.0;0.125;0.125;10.0;NO;3;5;Rectangu;Redondas;;
TPL-565;60;7.5;190.5;34.798;44.45;1.37;1.75;0.125;0.125;5.0;SI;3;4;Rectangu;Rectas;;
TPL-566;88;11.0;279.4;88.86;88.86;3.498;3.498;0.125;0.166;4.5;NO;1;3;Rectangu;Redondas;NO;
TPL-567;68;8.5;215.9;55.118;40.132;2.17;1.58;0.125;0.125;5.5;NO;2;5;Rectangu;Redondas;;
TPL-568;98;12.25;311.15;30.0;150.0;1.181;5.906;0.125;0.225;3.0;NO;3;2;Rectangu;Redondas;;
TPL-569;68;8.5;215.9;29.972;40.132;1.18;1.58;0.125;0.125;4.5;NO;3;5;Rectangu;Rectas;;
TPL-570;82;10.25;260.35;40.08;125.78;1.578;4.952;0.125;0.173;5.5;NO;3;2;Rectangu;Redondas;;
TPL-571;90;11.25;285.75;41.9;137.82;1.65;5.426;0.125;0.199;5.75;NO;3;2;Rectangu;Redondas;;
TPL-572;78;9.75;247.65;25.4;38.1;1.0;1.5;0.125;0.125;4.0;NO;3;6;Rectangu;Redondas;;
TPL-573;65;8.125;206.375;127.0;203.2;5.0;8.0;0.125;0.125;5.5;NO;1;1;Rectangu;Rectas;;
TPL-574;76;9.5;241.3;101.6;44.958;4.0;1.77;0.125;0.13;5.0;NO;1;5;Especial;Redondas;;
TPL-575;76;9.5;241.3;100.076;76.962;3.94;3.03;0.125;0.136;4.92;NO;1;3;Especial;Redondas;NO;
TPL-576;76;9.5;241.3;100.076;76.962;3.94;3.03;0.125;0.136;4.92;NO;1;3;Especial;Redondas;NO;TROQUELES PLANOS
TPL-577;65;8.125;206.375;90.0;100.0;3.543;3.937;0.125;0.125;4.5;NO;1;2;Rectangu;Redondas;;
TPL-578;98;12.25;311.15;50.8;152.4;2.0;6.0;0.125;0.125;9.0;NO;4;2;Rectangu;Redondas;;
TPL-579;76;9.5;241.3;44.45;57.15;1.75;2.25;0.125;0.125;8.0;NO;4;4;Rectangu;Rectas;;
TPL-580;82;10.25;260.35;60.198;40.132;2.37;1.58;0.125;0.127;8.0;NO;3;6;Rectangu;Redondas;;
TPL-581;122;15.25;387.35;167.996;126.0;6.614;4.961;0.125;0.125;9.0;NO;1;3;Especial;Especial;;
TPL-582;82;10.25;260.35;167.996;126.0;6.614;4.961;0.125;0.164;7.5;NO;1;2;Rectangu;;;
TPL-583;99;12.375;314.325;31.75;101.6;1.25;4.0;0.125;0.125;5.0;SI;3;3;Rectangu;Rectas;;
TPL-584;81;10.125;257.175;101.6;47.752;4.0;1.88;0.125;0.15;5.0;NO;1;5;Especial;Redondas;;
TPL-585;76;9.5;241.3;127.0;57.0;5.0;2.244;0.125;0.131;6.0;NO;1;4;Rectangu;Redondas;;
TPL-586;72;9.0;228.6;73.0;73.0;2.874;2.874;0.125;0.125;3.5;NO;1;3;Circular;;;
TPL-587;108;13.5;342.9;60.0;165.1;2.362;6.5;0.125;0.25;3.5;NO;1;2;Rectangu;Redondas;;
TPL-588;74;9.25;234.95;69.85;29.972;2.75;1.18;0.125;0.141;8.625;NO;3;7;Rectangu;Redondas;;
TPL-589;104;13.0;330.2;154.0;104.0;6.063;4.094;0.125;0.239;8.625;NO;1;3;Especial;;;
TPL-590;82;10.25;260.35;101.6;127.0;4.0;5.0;0.125;0.125;5.0;NO;2;2;Rectangu;Rectas;;
TPL-591;74;9.25;234.95;27.94;26.16;1.1;1.03;0.125;0.126;8.0;NO;6;8;Rectangu;Redondas;;
TPL-592;82;10.25;260.35;70.1;120.9;2.76;4.76;0.125;0.365;8.0;NO;3;2;Rectangu;Redondas;;
TPL-593;66;8.25;209.55;38.1;101.6;1.5;4.0;0.125;0.125;4.0;NO;2;2;Rectangu;Redondas;;
TPL-594;66;8.25;209.55;57.15;31.75;2.25;1.25;0.125;0.125;5.0;NO;2;6;Rectangu;Redondas;;
TPL-595;65;8.125;206.375;82.55;203.2;3.25;8.0;0.196;0.125;5.0;NO;2;1;Rectangu;Redondas;;
TPL-596;104;13.0;330.2;96.0;162.0;3.78;6.378;0.125;0.125;4.75;NO;1;2;Rectangu;Redondas;;
TPL-597;65;8.125;206.375;94.49;194.82;3.72;7.67;0.125;0.455;8.0;NO;2;1;Rectangu;Rectas;;
TPL-598;82;10.25;260.35;88.9;127.0;3.5;5.0;0.125;0.125;8.0;NO;2;2;Rectangu;Rectas;;
TPL-599;105;13.125;333.375;79.502;107.95;3.13;4.25;0.125;0.125;4.0;NO;1;3;Rectangu;Redondas;;
TPL-600;99;12.375;314.325;31.75;101.6;1.25;4.0;0.125;0.125;5.0;NO;3;3;Rectangu;Rectas;;
TPL-601;66;8.25;209.55;87.122;48.514;3.43;1.91;0.125;0.125;8.0;NO;2;4;Especial;Rectas;;
TPL-602;68;8.5;215.9;39.116;7.112;1.54;0.28;0.125;0.129;3.5;SI;2;21;Especial;;;
TPL-603;85;10.625;269.875;50.8;50.8;2.0;2.0;0.125;0.125;5.0;NO;2;5;Rectangu;Rectas;;
TPL-604;98;12.25;311.15;143.002;152.4;5.63;6.0;0.125;0.125;6.0;NO;1;2;Especial;;;
TPL-605;98;12.25;311.15;89.92;92.2;3.54;3.63;0.125;0.125;4.0;NO;1;3;Rectangu;Redondas;;
TPL-606;75;9.375;238.125;47.0;23.0;1.85;0.906;0.125;0.132;4.5;NO;2;9;Rectangu;Redondas;;
TPL-607;82;10.25;260.35;34.0;127.0;1.339;5.0;0.125;0.125;5.0;NO;3;2;Rectangu;Redondas;;
TPL-608;75;9.375;238.125;38.1;30.48;1.5;1.2;0.125;0.139;4.0;NO;2;7;Rectangu;Redondas;;
TPL-609;75;9.375;238.125;80.0;115.0;3.15;4.528;0.125;0.16;7.0;NO;2;2;Rectangu;Redondas;;
TPL-610;84;10.5;266.7;28.575;41.275;1.125;1.625;0.125;0.125;10.0;NO;7;6;Rectangu;Redondas;;
TPL-611;72;9.0;228.6;149.86;222.758;5.9;8.77;0.125;0.23;7.0;NO;1;1;Rectangu;Redondas;;
TPL-612;104;13.0;330.2;152.908;103.124;6.02;4.06;0.125;0.278;7.0;NO;1;3;Especial;Redondas;;
TPL-613;104;13.0;330.2;152.908;103.124;6.02;4.06;0.125;0.278;7.0;NO;1;3;Especial;Redondas;;
TPL-614;76;9.5;241.3;56.0;45.0;2.205;1.772;0.125;0.128;7.5;NO;3;5;Rectangu;Redondas;;
TPL-615;70;8.75;222.25;67.005;40.996;2.638;1.614;0.125;0.136;8.5;NO;3;5;Rectangu;Redondas;;
TPL-616;74;9.25;234.95;38.1;112.776;1.5;4.44;0.125;0.188;3.92;NO;3;2;Rectangu;Rectas;;
TPL-617;72;9.0;228.6;10.16;24.892;0.4;0.98;0.125;0.141;3.5;NO;5;8;Rectangu;Redondas;;
TPL-618;82;10.25;260.35;80.01;80.01;3.15;3.15;0.125;0.266;4.0;NO;1;3;Rectangu;Redondas;;
TPL-619;78;9.75;247.65;101.6;77.47;4.0;3.05;0.125;0.199;5.0;NO;1;3;Rectangu;Redondas;;
TPL-620;90;11.25;285.75;104.902;92.202;4.13;3.63;0.125;0.125;5.0;NO;1;3;Rectangu;Redondas;NO;
TPL-621;75;9.375;238.125;76.2;76.2;3.0;3.0;0.125;0.125;6.75;NO;2;3;Circular;;;
TPL-622;79;9.875;250.825;131.0;80.0;5.157;3.15;0.125;0.14;6.0;NO;1;3;Especial;;;
TPL-623;84;10.5;266.7;130.05;130.05;5.12;5.12;0.125;0.132;6.0;NO;1;2;Rectangu;Redondas;;
TPL-624;98;12.25;311.15;119.38;99.06;4.7;3.9;0.125;0.183;6.0;NO;1;3;Rectangu;Redondas;;
TPL-625;72;9.0;228.6;39.0;12.0;1.535;0.472;0.125;0.13;7.0;NO;4;15;Rectangu;Redondas;;
TPL-626;72;9.0;228.6;12.0;12.0;0.472;0.472;0.125;0.13;4.5;SI;6;15;Rectangu;Redondas;;
TPL-627;72;9.0;228.6;39.0;12.0;1.535;0.472;0.125;0.13;7.0;SI;4;15;Rectangu;Redondas;;
TPL-628;65;8.125;206.375;89.916;65.024;3.54;2.56;0.125;0.148;4.5;NO;1;3;Rectangu;Redondas;;
TPL-629;114;14.25;361.95;32.004;179.921;1.26;7.084;0.125;0.125;4.5;NO;3;2;Rectangu;Rectas;;
TPL-630;79;9.875;250.825;45.0;47.0;1.772;1.85;0.125;0.125;4.5;NO;2;5;Rectangu;Rectas;;
TPL-631;76;9.5;241.3;33.02;44.958;1.3;1.77;0.125;0.13;5.0;NO;3;5;Especial;Rectas;;
TPL-632;104;13.0;330.2;31.75;105.156;1.25;4.14;0.125;0.197;3.0;NO;2;3;Rectangu;Redondas;;
TPL-633;99;12.375;314.325;90.0;100.0;3.543;3.937;0.125;0.155;4.25;NO;1;3;Rectangu;Redondas;NO;
TPL-634;72;9.0;228.6;31.75;15.75;1.25;0.62;0.125;0.125;5.0;NO;3;12;Rectangu;Redondas;;
TPL-635;95;11.875;301.625;94.996;94.996;3.74;3.74;0.125;0.218;4.5;NO;1;3;Circular;;;
TPL-636;88;11.0;279.4;89.916;89.916;3.54;3.54;0.125;0.126;4.25;NO;1;3;Cuadrado;Redondas;;
TPL-637;82;10.25;260.35;101.092;59.944;3.98;2.36;0.125;0.203;9.0;NO;2;4;Rectangu;Redondas;;
TPL-638;69;8.625;219.075;40.12;15.0;1.58;0.591;0.125;0.128;6.0;NO;3;12;Rectangu;Redondas;;
TPL-639;88;11.0;279.4;197.0;86.64;7.756;3.411;0.125;0.166;8.5;NO;1;3;Rectangu;Redondas;;
TPL-640;78;9.75;247.65;101.6;77.47;4.0;3.05;0.125;0.199;4.5;NO;1;3;Rectangu;Redondas;;
TPL-641;88;11.0;279.4;146.0;89.9;5.748;3.539;0.125;0.166;6.5;NO;1;3;Rectangu;Redondas;;
TPL-642;65;8.125;206.375;60.0;200.0;2.362;7.874;0.125;0.255;5.5;NO;2;1;Rectangu;Rectas;;
TPL-643;80;10.0;254.0;32.0;25.0;1.26;0.984;0.125;0.127;3.5;SI;2;9;Rectangu;Redondas;;
TPL-644;81;10.158;258.001;35.3;86.0;1.39;3.386;0.0;0.0;1.39;NO;1;3;;;;
TPL-645;78;9.75;247.65;79.38;79.38;3.125;3.125;0.125;0.125;4.0;NO;1;3;Circular;;;
TPL-646;82;10.25;260.35;80.0;60.0;3.15;2.362;0.125;0.2;4.0;NO;2;4;Circular;;;
TPL-647;72;9.0;228.6;31.75;25.4;1.25;1.0;0.125;0.125;10.0;NO;6;8;Rectangu;Redondas;;
TPL-648;104;13.0;330.2;35.0;159.0;1.378;6.26;0.125;0.25;10.0;NO;3;2;Rectangu;Rectas;;
TPL-649;78;9.75;247.65;25.4;120.65;1.0;4.75;0.125;0.125;10.0;NO;3;2;Rectangu;Rectas;;
TPL-650;65;8.125;206.375;102.0;46.95;4.016;1.848;0.125;0.18;5.0;NO;1;4;Rectangu;Rectas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-651;68;8.5;215.9;104.9;40.13;4.13;1.58;0.125;0.125;9.0;NO;2;5;Rectangu;Redondas;;
TPL-652;76;9.5;241.3;101.6;76.2;4.0;3.0;0.125;0.166;9.0;NO;1;3;Rectangu;Rectas;;
TPL-653;95;11.875;301.625;95.24;143.34;3.75;5.643;0.125;0.31;4.5;NO;1;3;Especial;;;
TPL-654;69;8.625;219.075;60.0;69.0;2.362;2.717;0.125;1.58;10.0;NO;3;3;Especial;;;
TPL-655;84;10.5;266.7;28.0;50.0;1.102;1.969;0.125;0.131;4.0;NO;3;5;Rectangu;Rectas;;
TPL-656;95;11.875;301.625;60.0;69.0;2.362;2.717;0.125;0.251;8.0;NO;3;4;Especial;;;
TPL-657;99;12.375;314.325;69.85;101.6;2.75;4.0;0.125;0.125;6.0;NO;2;3;Rectangu;Redondas;;
TPL-658;82;10.25;260.35;130.302;127.0;5.13;5.0;0.125;0.125;6.0;NO;1;2;Rectangu;Rectas;;
TPL-659;69;8.625;219.075;60.0;210.0;2.362;8.268;0.125;0.357;6.0;NO;2;1;Rectangu;Redondas;;
CLS-01;98;12.25;311.2;39.88;145.8;1.57;5.74;0.125;0.37;7.87;NO;5;1;;;;CORTE LASER
CLS-02;76;9.5;241.3;62.99;75.95;2.48;2.99;0.125;0.18;6.25;NO;2;1;;;;CORTE LASER
CLS-03;96;12.0;304.8;152.4;304.8;6.0;12.0;0.0;0.0;6.5;NO;1;1;;;NO;CORTE LASER
CLS-04;104;13.0;330.2;69.9;328.17;2.75;12.92;0.0;0.125;6.0;NO;0;0;;;NO;CORTE LASER
CLS-05;80;10.0;254.0;92.0;123.01;3.622;4.843;0.125;0.157;4.0;NO;1;2;;;NO;CORTE LASER
CLS-06;315;39.375;1000.1;101.6;1000.0;4.0;39.37;0.0;0.0;4.0;NO;1;1;;;NO;CORTE LASER
CLS-07;315;39.375;1000.1;49.0;1000.0;1.929;39.37;0.0;0.0;1.93;NO;1;1;;;NO;CORTE LASER
FD-R-300;98;12.25;311.2;31.75;152.4;1.25;6.0;0.125;0.125;9.0;NO;6;2;Rectangular;Redondas;PUNCH;TROQUELES QUALITY LABELS
FD-R-160;110;13.75;349.3;33.34;171.45;1.313;6.75;0.125;0.125;9.0;NO;6;2;Rectangular;Redondas;PUNCH;TROQUELES QUALITY LABELS
FD-R-301;98;12.25;311.2;28.58;152.4;1.125;6.0;0.125;0.125;9.0;NO;6;2;Rectangular;Redondas;PUNCH;TROQUELES QUALITY LABELS
FC262549 X-12;120;15.0;381.0;101.6;377.83;4.0;14.875;0.125;0.25;9.0;NO;2;1;Rectangular;Redondas;SI;TROQUELES QUALITY LABELS
FC263685;88;11.0;279.4;34.93;31.75;1.375;1.25;0.125;0.125;6.63;NO;4;8;Rectangular;Redondas;SI;TROQUELES QUALITY LABELS
R-194;66;8.25;209.6;34.93;31.75;1.375;1.25;0.125;0.125;6.63;NO;4;6;Rectangular;Redondas;SI;TROQUELES QUALITY LABELS
FDR-195;72;9.0;228.6;34.93;34.93;1.375;1.375;0.125;0.125;6.63;NO;4;6;Cuadrado;Redondas;NO;TROQUELES QUALITY LABELS
FC266143;96;12.0;304.8;215.9;304.8;8.5;12.0;0.0;0.0;8.5;NO;1;1;Especial;Rectas;NO;TROQUELES QUALITY LABELS
R-51;88;11.0;279.4;44.45;31.75;1.75;1.25;0.125;0.125;8.0;NO;2;8;Rectangular;Redondas;NO;TROQUELES QUALITY LABELS
TPL-689;66;8.25;209.55;31.75;44.45;1.75;1.25;0.125;0.125;5.0;NO;2;6;Rectangu;Redondas;NO;TROQUELES PLANOS
TPL-6711;65;8.125;206.375;69.85;38.1;2.75;1.5;0.125;0.125;10.0;NO;3;5;Rectangu;Redondas;;
TPL-690;69;8.625;219.075;139.7;216.0;5.5;8.504;0.125;0.125;8.5;PEND;1;1;Rectangu;Redondas;;
TPL-686;90;11.25;285.75;50.8;54.102;2.0;2.13;0.125;0.125;8.625;NO;4;5;Rectangu;Redondas;;
TPL-683;65;8.125;206.375;95.0;95.0;3.74;3.74;0.125;0.322;10.0;NO;2;2;Especial;Especial;;
LR-224;88;11.0;279.4;107.0;90.0;4.213;3.543;0.125;0.19;5.35;NO;2;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-691;84;10.5;266.7;101.6;63.5;4.0;2.5;0.125;0.125;5.0;SI;2;4;Rectangu;Redondas;;
TPL-694;98;12.25;311.15;152.4;152.4;6.0;6.0;0.125;0.125;6.0;NO;1;2;Rectangu;Redondas;;
TPL-695;81;10.125;257.175;50.0;125.0;1.969;4.921;0.125;0.142;5.0;NO;2;2;Rectangu;Redondas;;
TPL-696;108;13.5;342.9;48.0;165.0;1.89;6.496;0.125;0.25;5.0;NO;2;2;Rectas;Rectas;;
TPL-679;65;8.125;206.375;89.91;65.04;3.54;2.561;0.125;0.418;8.625;NO;2;3;Rectangu;Redondas;;
LE-34STP;90;0.0;285.8;54.1;50.8;2.13;2.0;0.125;0.125;9.0;NO;4;5;Especial;Especial;NO;TROQUELES FLEXIBLES ESPECIALES
TPL-660;75;9.375;238.125;44.45;44.45;1.75;1.75;0.125;0.125;8.625;SI;4;5;Rectangu;Redondas;;
TPL-661;65;8.125;206.375;65.02;95.25;2.56;3.75;0.125;0.15;10.0;NO;2;3;Rectangu;Redondas;;
TPL-662;72;9.0;228.6;25.4;88.9;1.0;3.5;0.125;0.125;8.625;SI;2;8;Rectangu;Redondas;;
TPL-663;74;9.25;234.95;54.86;54.86;2.16;2.16;0.125;0.148;6.23;NO;2;4;Circular;;;
TPL-664;84;10.5;266.7;101.6;66.0;4.0;2.598;0.125;0.12;3.75;NO;1;3;Rectangu;Redondas;;
TPL-665;81;10.125;257.175;101.6;254.0;4.0;10.0;0.125;0.125;3.75;NO;1;1;Rectangu;Redondas;;
TPL-666;72;9.0;228.6;34.798;110.49;1.37;4.35;0.125;0.15;10.0;NO;6;2;Rectangu;Redondas;;
TPL-668;65;8.125;206.375;70.0;200.0;2.756;7.874;0.125;0.255;10.0;NO;1;1;Rectangu;Redondas;;
TPL-669;98;12.25;311.15;152.4;127.0;6.0;5.0;0.125;0.125;4.0;NO;1;2;Rectangu;Rectas;;
TPL-670;72;9.0;228.6;88.9;25.4;3.5;1.0;0.125;0.125;8.0;SI;1;8;Rectangu;Redondas;;
TPL-671;76;9.5;241.3;90.46;237.75;3.561;9.36;0.125;0.166;9.0;NO;1;1;Especial;Rectas;;
TPL-672;104;13.0;330.2;77.72;156.21;3.06;6.15;0.125;0.358;4.5;NO;1;2;Rectangu;Redondas;;
TPL-673;70;8.75;222.25;28.0;17.0;1.102;0.669;0.125;0.126;4.5;NO;3;11;Rectangu;Rectas;;
TPL-674;78;9.75;247.65;100.0;57.92;3.937;2.28;0.125;0.157;10.0;NO;2;4;Especial;Especial;;
TPL-675;88;11.0;279.4;107.0;90.0;4.213;3.543;0.125;0.166;6.5;NO;2;3;Rectangu;Redondas;;
TPL-676;72;9.0;228.6;67.0;115.0;2.638;4.528;0.125;0.0;8.625;SI;1;2;Especial;Especial;;
TPL-677;72;9.0;228.6;21.673;21.673;0.853;0.853;0.125;0.147;4.5;NO;3;9;Redondas;Redondas;;
TPL-678;72;9.0;228.6;59.94;35.0;2.36;1.378;0.125;0.125;8.625;SI;3;6;Rectangu;Redondas;;
TPL-680;84;10.5;266.7;90.0;130.0;3.543;5.118;0.125;0.125;4.5;NO;1;2;Rectangu;Redondas;;
TPL-681;114;14.25;361.95;177.8;177.8;7.0;7.0;0.125;0.157;8.0;NO;1;2;Especial;Especial;;
TPL-682;102;12.75;323.85;75.0;51.0;2.953;2.008;0.125;0.125;10.0;SI;3;6;Rectangu;Redondas;SI;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-684;72;9.0;228.6;189.99;109.98;7.48;4.33;0.125;0.17;9.0;NO;1;2;Rectangu;Redondas;;
TPL-685;60;7.5;190.5;35.0;35.0;1.378;1.378;0.125;0.125;6.0;NO;3;5;Especial;Especial;;
TPL-687;88;11.0;279.4;30.0;90.0;1.181;3.543;0.125;0.126;4.5;NO;3;3;Rectangu;Redondas;;
TPL-697;68;8.5;215.9;40.0;40.0;1.575;1.575;0.125;0.125;9.0;NO;5;5;Rectangu;Redondas;;
TPL-698;68;8.5;215.9;40.0;40.0;1.575;1.575;0.125;0.125;9.0;NO;5;5;Rectas;Rectas;;
TPL-699;60;7.5;190.5;50.0;177.8;1.969;7.0;0.125;0.4;5.0;NO;2;1;Rectas;Rectas;;
TPL-700;82;10.25;260.35;104.9;40.13;4.13;1.58;0.125;0.133;10.0;NO;2;6;Rectangu;Redondas;;
TPL-701;85;10.625;269.875;91.45;30.47;3.6;1.2;0.125;0.128;8.625;SI;2;8;Rectangu;Redondas;;
TPL-702;60;7.5;190.5;38.1;9.65;1.5;0.38;0.125;0.4;5.0;NO;2;15;Rectangu;Redondas;;
TPL-703;65;8.125;206.375;64.0;184.9;2.52;7.28;0.125;0.845;9.0;NO;3;1;Rectangu;Redondas;;
TPL-704;79;9.875;250.825;114.3;80.96;4.5;3.187;0.125;0.111;5.0;NO;1;3;Especial;Especial;;
TPL-787;90;2.46;65.0;114.3;80.96;1.0;3.78;0.125;0.111;5.0;NO;2;4;Especial;Especial;NO;TROQUELES PLANOS
TRO_TEMP1;99;12.25;311.15;152.4;127.0;6.0;5.0;0.125;0.197;5.0;NO;2;2;Especial;Especial;;TROQUEL TEMPORAL
TPL-706;88;11.0;279.4;199.82;87.06;7.867;3.428;0.125;0.236;10.0;NO;1;3;Especial;Especial;;
TPL-708;90;11.25;285.75;65.0;65.0;2.559;2.559;0.125;0.25;6.0;NO;2;4;Especial;Especial;NO;
TRO_TEMP2;65;8.125;215.0;40.0;40.0;1.18;0.0;0.125;0.156;0.0;NO;3;8;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP3;82;10.25;311.15;0.0;0.0;0.75;5.0;0.125;0.125;0.0;NO;10;2;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP4;65;8.125;215.0;0.0;0.0;1.13;0.67;0.125;0.143;5.0;NO;3;10;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP5;114;14.25;0.0;0.0;0.0;4.5;7.0;0.125;0.12;5.0;NO;1;2;Especial;Especial;;TROQUEL TEMPORAL
TPL-780;82;0.0;0.0;0.0;0.0;3.622;4.842;0.125;0.285;10.0;NO;1;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
LR-235;74;9.25;234.9;78.74;226.06;3.1;8.9;0.125;0.35;10.0;NO;1;1;Especial;Especial;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP8;68;8.5;0.0;0.0;0.0;1.57;1.57;0.125;0.13;10.0;NO;5;5;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP9;122;15.25;0.0;0.0;0.0;6.61;4.96;0.125;0.125;4.96;NO;1;3;Especial;Especial;;TROQUEL TEMPORAL
